Episode,Rollout,Batch,A1,R1O1,R1O2,A2,R2O1,R2O2
49,78,50,2,0,4,2,0,4
49,78,51,1,1,3,2,1,3
49,78,52,1,3,1,0,3,1
49,78,53,2,2,2,0,2,2
49,78,54,1,1,3,2,1,3
49,78,55,1,1,3,2,1,3
49,78,56,1,1,3,2,1,3
49,78,57,2,0,4,2,0,4
49,78,58,0,3,1,1,3,1
49,78,59,1,1,3,2,1,3
49,78,60,1,1,3,2,1,3
49,78,61,1,1,3,2,1,3
49,78,62,2,2,2,0,2,2
49,78,63,2,0,4,2,0,4
49,79,0,0,3,1,1,3,1
49,79,1,0,3,1,1,3,1
49,79,2,1,1,3,2,1,3
49,79,3,0,3,1,1,3,1
49,79,4,1,2,2,1,2,2
49,79,5,1,1,3,2,1,3
49,79,6,1,2,2,1,2,2
49,79,7,1,2,2,1,2,2
49,79,8,1,3,1,0,3,1
49,79,9,1,1,3,2,1,3
49,79,10,1,2,2,1,2,2
49,79,11,2,0,4,2,0,4
49,79,12,1,1,3,2,1,3
49,79,13,1,1,3,2,1,3
49,79,14,0,2,2,2,2,2
49,79,15,1,1,3,2,1,3
49,79,16,1,1,3,2,1,3
49,79,17,1,2,2,1,2,2
49,79,18,2,0,4,2,0,4
49,79,19,1,2,2,1,2,2
49,79,20,2,0,4,2,0,4
49,79,21,1,1,3,2,1,3
49,79,22,1,1,3,2,1,3
49,79,23,1,1,3,2,1,3
49,79,24,1,1,3,2,1,3
49,79,25,2,1,3,1,1,3
49,79,26,1,2,2,1,2,2
49,79,27,2,0,4,2,0,4
49,79,28,1,2,2,1,2,2
49,79,29,1,1,3,2,1,3
49,79,30,2,2,2,0,2,2
49,79,31,1,1,3,2,1,3
49,79,32,1,1,3,2,1,3
49,79,33,1,1,3,2,1,3
49,79,34,0,2,2,2,2,2
49,79,35,1,3,1,0,3,1
49,79,36,1,1,3,2,1,3
49,79,37,2,0,4,2,0,4
49,79,38,2,0,4,2,0,4
49,79,39,1,2,2,1,2,2
49,79,40,2,1,3,1,1,3
49,79,41,1,1,3,2,1,3
49,79,42,1,2,2,1,2,2
49,79,43,1,1,3,2,1,3
49,79,44,2,1,3,1,1,3
49,79,45,1,1,3,2,1,3
49,79,46,2,1,3,1,1,3
49,79,47,2,0,4,2,0,4
49,79,48,1,3,1,0,3,1
49,79,49,1,2,2,1,2,2
49,79,50,0,2,2,2,2,2
49,79,51,2,0,4,2,0,4
49,79,52,1,1,3,2,1,3
49,79,53,2,0,4,2,0,4
49,79,54,1,2,2,1,2,2
49,79,55,1,2,2,1,2,2
49,79,56,1,1,3,2,1,3
49,79,57,1,1,3,2,1,3
49,79,58,1,1,3,2,1,3
49,79,59,1,1,3,2,1,3
49,79,60,1,2,2,1,2,2
49,79,61,2,1,3,1,1,3
49,79,62,2,0,4,2,0,4
49,79,63,1,2,2,1,2,2
49,80,0,1,1,3,2,1,3
49,80,1,2,0,4,2,0,4
49,80,2,2,1,3,1,1,3
49,80,3,0,2,2,2,2,2
49,80,4,2,1,3,1,1,3
49,80,5,2,1,3,1,1,3
49,80,6,2,0,4,2,0,4
49,80,7,1,1,3,2,1,3
49,80,8,1,1,3,2,1,3
49,80,9,0,2,2,2,2,2
49,80,10,2,1,3,1,1,3
49,80,11,1,3,1,0,3,1
49,80,12,2,0,4,2,0,4
49,80,13,1,2,2,1,2,2
49,80,14,1,1,3,2,1,3
49,80,15,1,1,3,2,1,3
49,80,16,2,2,2,0,2,2
49,80,17,1,1,3,2,1,3
49,80,18,2,0,4,2,0,4
49,80,19,2,0,4,2,0,4
49,80,20,2,0,4,2,0,4
49,80,21,2,1,3,1,1,3
49,80,22,2,0,4,2,0,4
49,80,23,0,3,1,1,3,1
49,80,24,1,2,2,1,2,2
49,80,25,2,1,3,1,1,3
49,80,26,2,1,3,1,1,3
49,80,27,2,1,3,1,1,3
49,80,28,1,1,3,2,1,3
49,80,29,1,1,3,2,1,3
49,80,30,1,1,3,2,1,3
49,80,31,1,1,3,2,1,3
49,80,32,2,1,3,1,1,3
49,80,33,2,0,4,2,0,4
49,80,34,1,1,3,2,1,3
49,80,35,2,0,4,2,0,4
49,80,36,2,0,4,2,0,4
49,80,37,1,1,3,2,1,3
49,80,38,2,1,3,1,1,3
49,80,39,1,2,2,1,2,2
49,80,40,2,1,3,1,1,3
49,80,41,1,1,3,2,1,3
49,80,42,1,2,2,1,2,2
49,80,43,1,2,2,1,2,2
49,80,44,1,2,2,1,2,2
49,80,45,1,2,2,1,2,2
49,80,46,2,1,3,1,1,3
49,80,47,1,1,3,2,1,3
49,80,48,0,2,2,2,2,2
49,80,49,1,3,1,0,3,1
49,80,50,1,2,2,1,2,2
49,80,51,2,1,3,1,1,3
49,80,52,2,1,3,1,1,3
49,80,53,2,0,4,2,0,4
49,80,54,1,1,3,2,1,3
49,80,55,0,2,2,2,2,2
49,80,56,1,1,3,2,1,3
49,80,57,1,3,1,0,3,1
49,80,58,2,0,4,2,0,4
49,80,59,1,1,3,2,1,3
49,80,60,1,2,2,1,2,2
49,80,61,2,0,4,2,0,4
49,80,62,1,1,3,2,1,3
49,80,63,1,1,3,2,1,3
49,81,0,1,3,1,0,3,1
49,81,1,2,2,2,0,2,2
49,81,2,1,1,3,2,1,3
49,81,3,1,1,3,2,1,3
49,81,4,2,1,3,1,1,3
49,81,5,1,2,2,1,2,2
49,81,6,1,1,3,2,1,3
49,81,7,1,1,3,2,1,3
49,81,8,2,1,3,1,1,3
49,81,9,0,4,0,0,4,0
49,81,10,1,1,3,2,1,3
49,81,11,1,2,2,1,2,2
49,81,12,1,3,1,0,3,1
49,81,13,2,0,4,2,0,4
49,81,14,2,1,3,1,1,3
49,81,15,1,2,2,1,2,2
49,81,16,1,1,3,2,1,3
49,81,17,2,0,4,2,0,4
49,81,18,2,1,3,1,1,3
49,81,19,2,0,4,2,0,4
49,81,20,1,1,3,2,1,3
49,81,21,0,2,2,2,2,2
49,81,22,2,0,4,2,0,4
49,81,23,1,2,2,1,2,2
49,81,24,2,0,4,2,0,4
49,81,25,1,1,3,2,1,3
49,81,26,2,0,4,2,0,4
49,81,27,2,0,4,2,0,4
49,81,28,1,2,2,1,2,2
49,81,29,2,1,3,1,1,3
49,81,30,1,2,2,1,2,2
49,81,31,1,2,2,1,2,2
49,81,32,1,1,3,2,1,3
49,81,33,1,2,2,1,2,2
49,81,34,0,2,2,2,2,2
49,81,35,1,3,1,0,3,1
49,81,36,1,1,3,2,1,3
49,81,37,1,2,2,1,2,2
49,81,38,2,1,3,1,1,3
49,81,39,1,2,2,1,2,2
49,81,40,1,1,3,2,1,3
49,81,41,2,1,3,1,1,3
49,81,42,2,0,4,2,0,4
49,81,43,1,1,3,2,1,3
49,81,44,1,2,2,1,2,2
49,81,45,2,0,4,2,0,4
49,81,46,2,0,4,2,0,4
49,81,47,1,1,3,2,1,3
49,81,48,1,2,2,1,2,2
49,81,49,1,1,3,2,1,3
49,81,50,1,1,3,2,1,3
49,81,51,2,1,3,1,1,3
49,81,52,2,1,3,1,1,3
49,81,53,1,3,1,0,3,1
49,81,54,1,1,3,2,1,3
49,81,55,2,1,3,1,1,3
49,81,56,1,2,2,1,2,2
49,81,57,1,1,3,2,1,3
49,81,58,2,0,4,2,0,4
49,81,59,1,3,1,0,3,1
49,81,60,1,1,3,2,1,3
49,81,61,1,2,2,1,2,2
49,81,62,2,1,3,1,1,3
49,81,63,2,0,4,2,0,4
49,82,0,2,1,3,1,1,3
49,82,1,1,1,3,2,1,3
49,82,2,1,1,3,2,1,3
49,82,3,1,1,3,2,1,3
49,82,4,2,0,4,2,0,4
49,82,5,0,3,1,1,3,1
49,82,6,1,2,2,1,2,2
49,82,7,2,0,4,2,0,4
49,82,8,0,3,1,1,3,1
49,82,9,2,0,4,2,0,4
49,82,10,1,2,2,1,2,2
49,82,11,2,1,3,1,1,3
49,82,12,1,1,3,2,1,3
49,82,13,2,1,3,1,1,3
49,82,14,1,1,3,2,1,3
49,82,15,1,1,3,2,1,3
49,82,16,1,1,3,2,1,3
49,82,17,1,3,1,0,3,1
49,82,18,1,2,2,1,2,2
49,82,19,1,1,3,2,1,3
49,82,20,1,1,3,2,1,3
49,82,21,1,1,3,2,1,3
49,82,22,1,1,3,2,1,3
49,82,23,1,1,3,2,1,3
49,82,24,2,1,3,1,1,3
49,82,25,1,2,2,1,2,2
49,82,26,1,3,1,0,3,1
49,82,27,2,0,4,2,0,4
49,82,28,1,2,2,1,2,2
49,82,29,2,0,4,2,0,4
49,82,30,0,3,1,1,3,1
49,82,31,2,0,4,2,0,4
49,82,32,2,1,3,1,1,3
49,82,33,1,2,2,1,2,2
49,82,34,0,3,1,1,3,1
49,82,35,2,0,4,2,0,4
49,82,36,1,2,2,1,2,2
49,82,37,1,2,2,1,2,2
49,82,38,1,3,1,0,3,1
49,82,39,0,4,0,0,4,0
49,82,40,2,2,2,0,2,2
49,82,41,1,1,3,2,1,3
49,82,42,2,1,3,1,1,3
49,82,43,1,2,2,1,2,2
49,82,44,2,0,4,2,0,4
49,82,45,1,2,2,1,2,2
49,82,46,2,0,4,2,0,4
49,82,47,2,0,4,2,0,4
49,82,48,1,3,1,0,3,1
49,82,49,1,2,2,1,2,2
49,82,50,1,2,2,1,2,2
49,82,51,1,1,3,2,1,3
49,82,52,1,1,3,2,1,3
49,82,53,1,2,2,1,2,2
49,82,54,1,1,3,2,1,3
49,82,55,2,1,3,1,1,3
49,82,56,1,1,3,2,1,3
49,82,57,1,2,2,1,2,2
49,82,58,1,3,1,0,3,1
49,82,59,2,0,4,2,0,4
49,82,60,1,2,2,1,2,2
49,82,61,2,0,4,2,0,4
49,82,62,2,0,4,2,0,4
49,82,63,1,1,3,2,1,3
49,83,0,2,0,4,2,0,4
49,83,1,1,1,3,2,1,3
49,83,2,1,1,3,2,1,3
49,83,3,2,0,4,2,0,4
49,83,4,2,1,3,1,1,3
49,83,5,2,0,4,2,0,4
49,83,6,2,1,3,1,1,3
49,83,7,1,2,2,1,2,2
49,83,8,1,2,2,1,2,2
49,83,9,1,1,3,2,1,3
49,83,10,0,4,0,0,4,0
49,83,11,1,3,1,0,3,1
49,83,12,2,0,4,2,0,4
49,83,13,0,3,1,1,3,1
49,83,14,2,0,4,2,0,4
49,83,15,1,1,3,2,1,3
49,83,16,2,1,3,1,1,3
49,83,17,0,2,2,2,2,2
49,83,18,1,2,2,1,2,2
49,83,19,1,1,3,2,1,3
49,83,20,1,1,3,2,1,3
49,83,21,2,1,3,1,1,3
49,83,22,1,1,3,2,1,3
49,83,23,1,2,2,1,2,2
49,83,24,1,1,3,2,1,3
49,83,25,2,1,3,1,1,3
49,83,26,1,1,3,2,1,3
49,83,27,2,0,4,2,0,4
49,83,28,2,1,3,1,1,3
49,83,29,1,2,2,1,2,2
49,83,30,2,2,2,0,2,2
49,83,31,1,3,1,0,3,1
49,83,32,2,1,3,1,1,3
49,83,33,1,3,1,0,3,1
49,83,34,2,0,4,2,0,4
49,83,35,2,0,4,2,0,4
49,83,36,1,2,2,1,2,2
49,83,37,1,1,3,2,1,3
49,83,38,2,1,3,1,1,3
49,83,39,2,1,3,1,1,3
49,83,40,1,2,2,1,2,2
49,83,41,2,2,2,0,2,2
49,83,42,2,1,3,1,1,3
49,83,43,1,1,3,2,1,3
49,83,44,1,2,2,1,2,2
49,83,45,0,3,1,1,3,1
49,83,46,1,1,3,2,1,3
49,83,47,0,2,2,2,2,2
49,83,48,1,1,3,2,1,3
49,83,49,2,0,4,2,0,4
49,83,50,1,1,3,2,1,3
49,83,51,2,1,3,1,1,3
49,83,52,1,2,2,1,2,2
49,83,53,1,2,2,1,2,2
49,83,54,1,1,3,2,1,3
49,83,55,1,1,3,2,1,3
49,83,56,1,2,2,1,2,2
49,83,57,2,0,4,2,0,4
49,83,58,2,1,3,1,1,3
49,83,59,1,2,2,1,2,2
49,83,60,2,0,4,2,0,4
49,83,61,1,3,1,0,3,1
49,83,62,2,0,4,2,0,4
49,83,63,1,1,3,2,1,3
49,84,0,1,1,3,2,1,3
49,84,1,2,0,4,2,0,4
49,84,2,2,1,3,1,1,3
49,84,3,1,2,2,1,2,2
49,84,4,0,4,0,0,4,0
49,84,5,2,0,4,2,0,4
49,84,6,0,2,2,2,2,2
49,84,7,1,2,2,1,2,2
49,84,8,1,3,1,0,3,1
49,84,9,1,2,2,1,2,2
49,84,10,1,2,2,1,2,2
49,84,11,1,1,3,2,1,3
49,84,12,1,2,2,1,2,2
49,84,13,2,0,4,2,0,4
49,84,14,1,1,3,2,1,3
49,84,15,2,0,4,2,0,4
49,84,16,1,1,3,2,1,3
49,84,17,2,0,4,2,0,4
49,84,18,2,0,4,2,0,4
49,84,19,1,1,3,2,1,3
49,84,20,1,1,3,2,1,3
49,84,21,0,2,2,2,2,2
49,84,22,1,1,3,2,1,3
49,84,23,1,2,2,1,2,2
49,84,24,1,2,2,1,2,2
49,84,25,1,2,2,1,2,2
49,84,26,2,1,3,1,1,3
49,84,27,1,1,3,2,1,3
49,84,28,0,2,2,2,2,2
49,84,29,2,1,3,1,1,3
49,84,30,0,2,2,2,2,2
49,84,31,2,2,2,0,2,2
49,84,32,1,2,2,1,2,2
49,84,33,2,1,3,1,1,3
49,84,34,2,1,3,1,1,3
49,84,35,0,2,2,2,2,2
49,84,36,0,3,1,1,3,1
49,84,37,1,1,3,2,1,3
49,84,38,1,2,2,1,2,2
49,84,39,1,2,2,1,2,2
49,84,40,2,1,3,1,1,3
49,84,41,1,1,3,2,1,3
49,84,42,1,1,3,2,1,3
49,84,43,1,3,1,0,3,1
49,84,44,2,0,4,2,0,4
49,84,45,1,1,3,2,1,3
49,84,46,1,1,3,2,1,3
49,84,47,1,1,3,2,1,3
49,84,48,2,1,3,1,1,3
49,84,49,2,1,3,1,1,3
49,84,50,1,2,2,1,2,2
49,84,51,1,2,2,1,2,2
49,84,52,1,1,3,2,1,3
49,84,53,1,1,3,2,1,3
49,84,54,2,0,4,2,0,4
49,84,55,1,1,3,2,1,3
49,84,56,1,1,3,2,1,3
49,84,57,2,0,4,2,0,4
49,84,58,1,3,1,0,3,1
49,84,59,1,1,3,2,1,3
49,84,60,1,3,1,0,3,1
49,84,61,0,2,2,2,2,2
49,84,62,1,1,3,2,1,3
49,84,63,2,0,4,2,0,4
49,85,0,1,2,2,1,2,2
49,85,1,1,1,3,2,1,3
49,85,2,2,1,3,1,1,3
49,85,3,2,0,4,2,0,4
49,85,4,1,2,2,1,2,2
49,85,5,2,1,3,1,1,3
49,85,6,2,1,3,1,1,3
49,85,7,2,0,4,2,0,4
49,85,8,2,1,3,1,1,3
49,85,9,1,2,2,1,2,2
49,85,10,1,2,2,1,2,2
49,85,11,2,0,4,2,0,4
49,85,12,1,1,3,2,1,3
49,85,13,1,1,3,2,1,3
49,85,14,1,2,2,1,2,2
49,85,15,1,2,2,1,2,2
49,85,16,1,2,2,1,2,2
49,85,17,1,2,2,1,2,2
49,85,18,0,3,1,1,3,1
49,85,19,2,1,3,1,1,3
49,85,20,1,1,3,2,1,3
49,85,21,2,0,4,2,0,4
49,85,22,2,1,3,1,1,3
49,85,23,2,0,4,2,0,4
49,85,24,0,2,2,2,2,2
49,85,25,2,0,4,2,0,4
49,85,26,1,1,3,2,1,3
49,85,27,2,0,4,2,0,4
49,85,28,1,2,2,1,2,2
49,85,29,1,1,3,2,1,3
49,85,30,1,2,2,1,2,2
49,85,31,1,1,3,2,1,3
49,85,32,1,3,1,0,3,1
49,85,33,2,1,3,1,1,3
49,85,34,0,4,0,0,4,0
49,85,35,1,2,2,1,2,2
49,85,36,1,2,2,1,2,2
49,85,37,2,0,4,2,0,4
49,85,38,1,2,2,1,2,2
49,85,39,2,1,3,1,1,3
49,85,40,1,1,3,2,1,3
49,85,41,2,1,3,1,1,3
49,85,42,2,0,4,2,0,4
49,85,43,1,2,2,1,2,2
49,85,44,1,1,3,2,1,3
49,85,45,1,1,3,2,1,3
49,85,46,1,2,2,1,2,2
49,85,47,1,1,3,2,1,3
49,85,48,1,1,3,2,1,3
49,85,49,2,0,4,2,0,4
49,85,50,2,1,3,1,1,3
49,85,51,1,1,3,2,1,3
49,85,52,1,2,2,1,2,2
49,85,53,1,1,3,2,1,3
49,85,54,2,2,2,0,2,2
49,85,55,2,0,4,2,0,4
49,85,56,2,0,4,2,0,4
49,85,57,1,2,2,1,2,2
49,85,58,0,2,2,2,2,2
49,85,59,1,1,3,2,1,3
49,85,60,2,0,4,2,0,4
49,85,61,2,1,3,1,1,3
49,85,62,1,2,2,1,2,2
49,85,63,1,2,2,1,2,2
49,86,0,0,2,2,2,2,2
49,86,1,2,0,4,2,0,4
49,86,2,2,1,3,1,1,3
49,86,3,2,2,2,0,2,2
49,86,4,1,1,3,2,1,3
49,86,5,2,1,3,1,1,3
49,86,6,1,1,3,2,1,3
49,86,7,1,2,2,1,2,2
49,86,8,0,2,2,2,2,2
49,86,9,1,1,3,2,1,3
49,86,10,0,2,2,2,2,2
49,86,11,1,1,3,2,1,3
49,86,12,0,3,1,1,3,1
49,86,13,0,3,1,1,3,1
49,86,14,1,2,2,1,2,2
49,86,15,1,3,1,0,3,1
49,86,16,1,1,3,2,1,3
49,86,17,1,3,1,0,3,1
49,86,18,2,0,4,2,0,4
49,86,19,2,1,3,1,1,3
49,86,20,1,1,3,2,1,3
49,86,21,2,0,4,2,0,4
49,86,22,2,0,4,2,0,4
49,86,23,2,1,3,1,1,3
49,86,24,1,1,3,2,1,3
49,86,25,0,3,1,1,3,1
49,86,26,2,1,3,1,1,3
49,86,27,1,2,2,1,2,2
49,86,28,1,1,3,2,1,3
49,86,29,1,1,3,2,1,3
49,86,30,0,3,1,1,3,1
49,86,31,2,0,4,2,0,4
49,86,32,2,2,2,0,2,2
49,86,33,1,2,2,1,2,2
49,86,34,2,0,4,2,0,4
49,86,35,2,0,4,2,0,4
49,86,36,2,0,4,2,0,4
49,86,37,0,3,1,1,3,1
49,86,38,2,0,4,2,0,4
49,86,39,2,0,4,2,0,4
49,86,40,2,2,2,0,2,2
49,86,41,1,2,2,1,2,2
49,86,42,2,2,2,0,2,2
49,86,43,2,0,4,2,0,4
49,86,44,1,2,2,1,2,2
49,86,45,2,1,3,1,1,3
49,86,46,0,2,2,2,2,2
49,86,47,1,1,3,2,1,3
49,86,48,2,0,4,2,0,4
49,86,49,1,2,2,1,2,2
49,86,50,1,1,3,2,1,3
49,86,51,1,2,2,1,2,2
49,86,52,1,3,1,0,3,1
49,86,53,1,3,1,0,3,1
49,86,54,0,3,1,1,3,1
49,86,55,1,3,1,0,3,1
49,86,56,2,1,3,1,1,3
49,86,57,2,0,4,2,0,4
49,86,58,1,1,3,2,1,3
49,86,59,1,2,2,1,2,2
49,86,60,2,0,4,2,0,4
49,86,61,1,1,3,2,1,3
49,86,62,1,2,2,1,2,2
49,86,63,0,3,1,1,3,1
49,87,0,2,0,4,2,0,4
49,87,1,1,1,3,2,1,3
49,87,2,1,1,3,2,1,3
49,87,3,2,0,4,2,0,4
49,87,4,1,2,2,1,2,2
49,87,5,1,1,3,2,1,3
49,87,6,1,1,3,2,1,3
49,87,7,2,2,2,0,2,2
49,87,8,2,0,4,2,0,4
49,87,9,2,0,4,2,0,4
49,87,10,1,2,2,1,2,2
49,87,11,2,0,4,2,0,4
49,87,12,2,0,4,2,0,4
49,87,13,1,2,2,1,2,2
49,87,14,2,1,3,1,1,3
49,87,15,1,1,3,2,1,3
49,87,16,2,0,4,2,0,4
49,87,17,2,1,3,1,1,3
49,87,18,2,2,2,0,2,2
49,87,19,1,1,3,2,1,3
49,87,20,1,2,2,1,2,2
49,87,21,1,1,3,2,1,3
49,87,22,2,1,3,1,1,3
49,87,23,1,2,2,1,2,2
49,87,24,1,2,2,1,2,2
49,87,25,2,0,4,2,0,4
49,87,26,2,0,4,2,0,4
49,87,27,1,2,2,1,2,2
49,87,28,1,1,3,2,1,3
49,87,29,1,2,2,1,2,2
49,87,30,1,1,3,2,1,3
49,87,31,1,1,3,2,1,3
49,87,32,2,1,3,1,1,3
49,87,33,2,0,4,2,0,4
49,87,34,1,2,2,1,2,2
49,87,35,2,0,4,2,0,4
49,87,36,1,1,3,2,1,3
49,87,37,1,1,3,2,1,3
49,87,38,2,1,3,1,1,3
49,87,39,1,1,3,2,1,3
49,87,40,2,1,3,1,1,3
49,87,41,2,1,3,1,1,3
49,87,42,1,3,1,0,3,1
49,87,43,1,2,2,1,2,2
49,87,44,0,3,1,1,3,1
49,87,45,1,3,1,0,3,1
49,87,46,1,2,2,1,2,2
49,87,47,2,0,4,2,0,4
49,87,48,2,1,3,1,1,3
49,87,49,1,2,2,1,2,2
49,87,50,2,0,4,2,0,4
49,87,51,1,1,3,2,1,3
49,87,52,2,0,4,2,0,4
49,87,53,1,2,2,1,2,2
49,87,54,2,1,3,1,1,3
49,87,55,2,2,2,0,2,2
49,87,56,0,3,1,1,3,1
49,87,57,2,0,4,2,0,4
49,87,58,2,1,3,1,1,3
49,87,59,2,0,4,2,0,4
49,87,60,2,0,4,2,0,4
49,87,61,1,2,2,1,2,2
49,87,62,1,3,1,0,3,1
49,87,63,1,2,2,1,2,2
49,88,0,2,1,3,1,1,3
49,88,1,1,1,3,2,1,3
49,88,2,1,1,3,2,1,3
49,88,3,0,4,0,0,4,0
49,88,4,2,1,3,1,1,3
49,88,5,2,1,3,1,1,3
49,88,6,1,1,3,2,1,3
49,88,7,1,1,3,2,1,3
49,88,8,2,1,3,1,1,3
49,88,9,1,2,2,1,2,2
49,88,10,2,0,4,2,0,4
49,88,11,2,1,3,1,1,3
49,88,12,1,3,1,0,3,1
49,88,13,1,1,3,2,1,3
49,88,14,1,1,3,2,1,3
49,88,15,2,1,3,1,1,3
49,88,16,2,0,4,2,0,4
49,88,17,2,1,3,1,1,3
49,88,18,2,0,4,2,0,4
49,88,19,2,0,4,2,0,4
49,88,20,1,1,3,2,1,3
49,88,21,1,2,2,1,2,2
49,88,22,1,1,3,2,1,3
49,88,23,0,4,0,0,4,0
49,88,24,1,1,3,2,1,3
49,88,25,2,0,4,2,0,4
49,88,26,2,1,3,1,1,3
49,88,27,2,0,4,2,0,4
49,88,28,1,3,1,0,3,1
49,88,29,2,1,3,1,1,3
49,88,30,1,2,2,1,2,2
49,88,31,2,1,3,1,1,3
49,88,32,2,1,3,1,1,3
49,88,33,1,1,3,2,1,3
49,88,34,1,2,2,1,2,2
49,88,35,1,1,3,2,1,3
49,88,36,1,1,3,2,1,3
49,88,37,1,1,3,2,1,3
49,88,38,2,0,4,2,0,4
49,88,39,1,2,2,1,2,2
49,88,40,1,2,2,1,2,2
49,88,41,1,1,3,2,1,3
49,88,42,1,1,3,2,1,3
49,88,43,1,1,3,2,1,3
49,88,44,1,1,3,2,1,3
49,88,45,1,1,3,2,1,3
49,88,46,1,1,3,2,1,3
49,88,47,1,1,3,2,1,3
49,88,48,1,1,3,2,1,3
49,88,49,2,0,4,2,0,4
49,88,50,1,1,3,2,1,3
49,88,51,2,2,2,0,2,2
49,88,52,1,2,2,1,2,2
49,88,53,1,1,3,2,1,3
49,88,54,1,1,3,2,1,3
49,88,55,2,0,4,2,0,4
49,88,56,1,1,3,2,1,3
49,88,57,2,2,2,0,2,2
49,88,58,2,0,4,2,0,4
49,88,59,2,0,4,2,0,4
49,88,60,1,1,3,2,1,3
49,88,61,1,1,3,2,1,3
49,88,62,2,0,4,2,0,4
49,88,63,1,2,2,1,2,2
49,89,0,1,3,1,0,3,1
49,89,1,1,2,2,1,2,2
49,89,2,1,1,3,2,1,3
49,89,3,0,3,1,1,3,1
49,89,4,1,2,2,1,2,2
49,89,5,1,2,2,1,2,2
49,89,6,1,1,3,2,1,3
49,89,7,1,1,3,2,1,3
49,89,8,2,1,3,1,1,3
49,89,9,2,2,2,0,2,2
49,89,10,1,1,3,2,1,3
49,89,11,2,2,2,0,2,2
49,89,12,2,0,4,2,0,4
49,89,13,2,2,2,0,2,2
49,89,14,2,0,4,2,0,4
49,89,15,1,2,2,1,2,2
49,89,16,1,3,1,0,3,1
49,89,17,1,1,3,2,1,3
49,89,18,1,2,2,1,2,2
49,89,19,2,1,3,1,1,3
49,89,20,2,1,3,1,1,3
49,89,21,2,0,4,2,0,4
49,89,22,2,0,4,2,0,4
49,89,23,1,3,1,0,3,1
49,89,24,1,2,2,1,2,2
49,89,25,1,3,1,0,3,1
49,89,26,2,2,2,0,2,2
49,89,27,2,1,3,1,1,3
49,89,28,1,1,3,2,1,3
49,89,29,1,1,3,2,1,3
49,89,30,1,2,2,1,2,2
49,89,31,1,3,1,0,3,1
49,89,32,1,2,2,1,2,2
49,89,33,1,1,3,2,1,3
49,89,34,1,1,3,2,1,3
49,89,35,1,2,2,1,2,2
49,89,36,2,0,4,2,0,4
49,89,37,1,1,3,2,1,3
49,89,38,1,2,2,1,2,2
49,89,39,2,1,3,1,1,3
49,89,40,1,2,2,1,2,2
49,89,41,1,1,3,2,1,3
49,89,42,1,1,3,2,1,3
49,89,43,2,1,3,1,1,3
49,89,44,2,1,3,1,1,3
49,89,45,2,1,3,1,1,3
49,89,46,1,2,2,1,2,2
49,89,47,1,1,3,2,1,3
49,89,48,1,1,3,2,1,3
49,89,49,1,1,3,2,1,3
49,89,50,1,2,2,1,2,2
49,89,51,2,2,2,0,2,2
49,89,52,1,1,3,2,1,3
49,89,53,1,2,2,1,2,2
49,89,54,1,2,2,1,2,2
49,89,55,2,0,4,2,0,4
49,89,56,1,1,3,2,1,3
49,89,57,1,2,2,1,2,2
49,89,58,1,2,2,1,2,2
49,89,59,1,3,1,0,3,1
49,89,60,1,1,3,2,1,3
49,89,61,2,1,3,1,1,3
49,89,62,2,2,2,0,2,2
49,89,63,1,1,3,2,1,3
49,90,0,1,2,2,1,2,2
49,90,1,2,0,4,2,0,4
49,90,2,2,0,4,2,0,4
49,90,3,1,2,2,1,2,2
49,90,4,2,0,4,2,0,4
49,90,5,1,2,2,1,2,2
49,90,6,2,0,4,2,0,4
49,90,7,1,1,3,2,1,3
49,90,8,1,3,1,0,3,1
49,90,9,1,2,2,1,2,2
49,90,10,0,2,2,2,2,2
49,90,11,1,1,3,2,1,3
49,90,12,1,1,3,2,1,3
49,90,13,2,0,4,2,0,4
49,90,14,1,2,2,1,2,2
49,90,15,1,3,1,0,3,1
49,90,16,1,2,2,1,2,2
49,90,17,2,0,4,2,0,4
49,90,18,1,2,2,1,2,2
49,90,19,1,1,3,2,1,3
49,90,20,2,0,4,2,0,4
49,90,21,1,1,3,2,1,3
49,90,22,1,1,3,2,1,3
49,90,23,1,1,3,2,1,3
49,90,24,1,3,1,0,3,1
49,90,25,1,1,3,2,1,3
49,90,26,2,2,2,0,2,2
49,90,27,2,0,4,2,0,4
49,90,28,2,1,3,1,1,3
49,90,29,1,1,3,2,1,3
49,90,30,2,0,4,2,0,4
49,90,31,2,0,4,2,0,4
49,90,32,2,1,3,1,1,3
49,90,33,0,3,1,1,3,1
49,90,34,1,2,2,1,2,2
49,90,35,2,0,4,2,0,4
49,90,36,1,2,2,1,2,2
49,90,37,2,0,4,2,0,4
49,90,38,1,1,3,2,1,3
49,90,39,1,2,2,1,2,2
49,90,40,1,3,1,0,3,1
49,90,41,2,0,4,2,0,4
49,90,42,1,2,2,1,2,2
49,90,43,2,1,3,1,1,3
49,90,44,2,0,4,2,0,4
49,90,45,1,1,3,2,1,3
49,90,46,1,2,2,1,2,2
49,90,47,1,1,3,2,1,3
49,90,48,2,1,3,1,1,3
49,90,49,1,1,3,2,1,3
49,90,50,2,0,4,2,0,4
49,90,51,1,1,3,2,1,3
49,90,52,1,2,2,1,2,2
49,90,53,0,2,2,2,2,2
49,90,54,1,3,1,0,3,1
49,90,55,2,0,4,2,0,4
49,90,56,1,2,2,1,2,2
